	ciprofloxacin	gentamicin	trimethoprim_sulfamethoxazole	imipenem	amikacin	ceftazidime	tobramycin	levofloxacin	carbapenem	ampicillin_sulbactam	tetracycline	meropenem
1116234.3	1	1	2	1	1	1	1	2	2	2	2	1
1398943.3	1	1	1	1	1	1	1	1	2	2	1	1
1398944.3	1	1	1	1	1	1	1	1	2	0	1	1
1398947.3	1	1	1	0	0	1	0	1	2	1	1	0
1398948.3	1	1	1	1	1	1	1	2	2	1	2	1
1398949.3	1	1	1	0	0	1	2	2	2	0	2	0
1398950.3	1	1	1	1	1	1	1	2	2	0	2	1
1398951.3	1	1	1	2	2	0	1	2	2	2	2	2
1398952.3	1	1	1	0	0	1	0	2	2	1	2	0
1398953.3	1	1	1	0	0	1	0	2	2	1	2	0
1398954.3	1	1	1	2	0	1	0	2	2	1	2	2
1398955.3	1	1	1	0	1	1	1	2	2	2	2	1
1398956.3	1	1	1	1	1	1	1	2	2	1	2	1
1398957.3	1	1	1	1	1	1	1	2	2	1	2	1
1398958.3	1	1	1	1	1	1	1	2	2	1	2	1
1398959.3	1	1	1	1	1	1	1	2	2	1	2	1
1398960.3	1	1	1	2	0	0	1	2	2	2	2	2
1398961.3	1	2	0	2	0	1	0	2	2	2	2	1
1398962.3	1	1	1	1	0	0	1	2	2	0	2	1
1398963.3	1	1	1	1	1	1	1	2	2	1	2	1
1398964.3	1	2	0	2	0	1	0	2	2	1	2	1
1398965.4	1	1	1	0	0	1	0	1	2	1	1	0
1398966.3	1	1	1	2	1	0	1	2	2	2	2	2
1398967.3	1	1	1	2	1	1	1	1	2	1	1	1
1398968.3	1	1	2	2	2	1	1	2	2	2	2	1
1398969.3	1	1	1	1	1	1	1	1	2	1	1	1
1398970.3	1	1	1	1	1	1	1	2	2	0	2	1
1398971.3	1	1	0	2	0	0	1	2	2	0	2	2
1398972.3	1	1	0	0	2	2	1	2	2	0	2	0
1398973.3	1	1	1	1	1	1	1	2	2	1	2	1
1398974.3	1	1	1	1	1	1	1	2	2	1	2	1
1398975.3	1	1	1	1	1	1	1	2	2	1	2	1
1398976.3	1	1	1	1	1	1	1	2	2	2	2	1
1398978.3	1	1	1	1	2	2	1	2	2	2	2	1
1398979.3	1	1	1	0	1	1	0	2	2	0	2	2
1398980.3	1	1	1	2	0	0	2	2	2	0	2	2
1398981.3	1	0	1	1	1	1	0	2	2	2	2	1
1398982.3	1	1	1	2	1	1	1	2	2	2	2	1
1398983.3	1	1	1	2	1	0	1	2	2	1	2	2
1398984.3	1	1	1	1	1	1	1	2	2	1	2	1
1398985.3	1	1	1	0	0	1	1	2	2	1	2	0
1398986.3	1	1	1	0	0	1	1	2	2	1	2	0
1398987.3	1	1	1	1	1	1	1	2	2	2	2	1
1398988.3	1	1	1	1	1	1	1	2	2	2	2	1
1398989.3	1	1	1	1	1	1	1	2	2	2	2	1
1398990.4	1	1	1	1	1	1	1	2	2	1	2	1
1398991.3	1	1	1	1	1	1	1	2	2	1	2	1
1409922.5	1	1	2	1	1	1	1	1	2	2	1	2
1409923.3	1	1	2	1	1	1	1	1	2	2	1	2
1409924.3	1	1	2	1	1	1	1	1	2	2	1	2
1409925.3	1	1	2	1	1	1	1	1	2	2	1	2
1409926.6	1	1	1	2	0	1	1	2	2	2	2	1
1409927.3	1	1	2	1	0	1	0	1	2	2	1	2
1409928.3	1	1	2	1	1	1	1	1	2	2	1	2
1684145.4	1	2	1	2	2	1	1	1	2	2	1	1
1684146.4	1	0	1	2	2	1	1	1	2	2	0	1
1684147.4	1	1	1	2	2	1	1	1	2	2	1	1
1684148.4	1	2	1	2	1	1	1	1	2	2	0	1
1712384.4	1	2	0	1	2	1	2	1	2	2	1	1
1712385.4	1	1	1	1	2	2	2	1	2	2	0	1
1841507.3	1	1	0	0	2	1	1	1	2	1	0	1
1888930.4	1	0	0	2	2	2	0	1	2	2	1	1
405416.6	1	0	1	1	1	1	1	2	2	2	2	1
470.1333	1	1	1	1	1	1	1	1	2	1	1	1
470.1334	1	1	1	1	1	1	1	1	2	2	1	1
470.1335	1	1	1	1	1	1	1	1	2	2	1	1
470.1336	1	1	1	1	0	1	1	1	2	0	1	0
470.1337	1	1	1	1	1	1	1	1	2	1	1	1
470.1338	1	1	0	1	1	2	1	1	2	2	2	1
470.1339	1	1	1	1	1	1	1	1	2	1	1	1
470.1340	1	1	0	1	1	2	1	1	2	2	2	1
470.1341	1	1	2	1	1	1	1	1	2	2	2	1
470.1359	1	1	1	0	1	0	0	1	2	0	1	0
470.1405	1	1	2	1	2	1	1	2	2	2	2	1
470.1548	1	2	1	0	0	0	0	1	2	0	1	0
470.1549	1	1	1	0	2	0	0	1	2	0	1	0
470.1550	1	1	1	0	1	0	0	1	2	0	1	0
470.1551	1	1	1	0	1	0	0	1	2	0	1	0
470.1552	1	1	1	0	0	0	0	1	2	0	1	0
470.1553	1	1	1	1	1	0	0	1	2	1	1	1
470.1554	1	1	1	1	1	0	0	2	2	1	1	1
470.1556	1	1	1	0	0	1	1	0	2	1	1	0
470.1557	1	1	1	0	1	0	1	1	2	0	1	0
470.1560	1	1	1	1	1	1	1	1	2	1	1	1
470.1561	1	1	1	1	1	1	1	1	2	0	1	1
470.1562	1	1	1	1	2	1	1	1	2	0	1	1
470.1563	1	1	1	1	1	1	1	1	2	1	1	1
470.1564	1	1	1	1	1	1	1	1	2	0	1	1
470.1565	1	1	1	1	1	1	1	1	2	0	1	1
470.1742	1	1	2	2	2	2	2	2	2	2	1	2
470.1743	1	1	2	2	2	2	2	2	2	2	1	2
470.1744	1	1	2	2	2	2	2	2	2	2	1	2
470.1745	1	1	2	1	1	1	2	2	2	2	1	1
470.1746	1	1	2	2	2	2	2	2	2	2	2	2
470.1748	1	1	2	2	2	2	2	2	2	2	2	2
470.1749	1	1	2	1	1	1	2	2	2	2	1	1
470.1750	1	1	2	2	2	2	2	2	2	2	1	2
470.1751	1	1	2	2	2	2	2	2	2	2	2	2
470.1753	1	1	2	2	2	1	2	2	2	2	1	2
470.1754	1	1	2	2	2	2	2	2	2	2	2	2
470.1755	1	1	2	2	2	2	2	2	2	2	1	2
470.1756	1	1	2	1	2	1	2	2	2	2	1	1
470.1757	1	1	2	2	2	1	2	2	2	2	2	2
470.1758	1	1	2	2	2	1	2	2	2	2	1	2
470.1761	1	1	2	2	2	2	2	2	2	2	2	2
470.1762	1	1	2	2	2	2	2	2	2	2	1	2
470.1807	1	1	2	2	2	1	2	2	2	2	2	2
470.2142	1	1	2	1	1	1	1	2	2	2	2	1
470.2143	1	1	2	1	1	1	1	2	2	2	2	1
470.2155	1	1	2	1	2	1	1	2	2	2	2	1
470.2156	1	1	2	1	1	1	1	2	2	2	2	1
470.2157	1	1	2	1	1	1	0	2	2	2	2	1
470.2158	1	1	2	1	1	1	1	2	2	2	2	1
470.2159	1	1	2	1	1	1	1	2	2	2	2	1
470.2160	1	1	2	1	1	1	1	2	2	2	2	1
470.2161	1	1	2	1	1	1	1	2	2	2	2	1
470.2162	1	1	2	1	1	0	1	2	2	2	2	1
470.2163	1	1	2	1	1	1	1	2	2	2	2	1
470.2165	1	1	2	1	1	1	1	2	2	2	2	1
470.2166	1	1	2	1	1	1	0	2	2	2	2	2
470.2167	1	1	2	1	1	1	1	2	2	2	2	1
470.2168	1	0	2	1	1	1	0	2	2	2	2	1
470.2238	1	1	2	1	1	1	1	1	2	1	1	2
470.2239	1	1	2	1	1	1	1	1	2	1	2	2
470.2240	1	1	2	1	1	1	1	1	2	2	1	2
470.2241	1	1	2	1	1	1	1	1	2	1	1	2
470.2242	1	1	2	1	1	1	1	2	2	1	1	2
470.2243	1	1	2	1	1	1	2	1	2	2	1	2
470.2244	1	1	2	2	2	2	1	1	2	1	2	2
470.2245	1	0	2	1	1	1	0	1	2	0	2	2
470.2246	1	1	2	1	1	1	1	1	2	1	1	2
470.2247	1	1	2	1	1	1	1	1	2	1	1	2
470.2248	1	1	2	1	1	1	1	1	2	1	1	2
470.2249	1	0	2	1	1	0	0	2	2	2	0	2
470.2250	1	1	2	1	1	1	1	1	2	0	1	2
470.2251	1	1	2	1	1	1	1	1	2	1	2	2
470.2252	1	1	2	2	1	2	1	2	2	0	2	2
470.2253	1	1	2	2	1	2	1	2	2	1	2	2
470.2254	1	1	2	2	2	2	1	2	2	1	2	2
470.2255	1	2	2	1	0	1	0	1	2	1	1	2
470.2256	1	1	2	2	2	2	0	2	2	0	2	2
470.2257	1	1	2	1	0	1	1	1	2	1	1	2
470.2258	1	1	2	2	1	2	2	2	2	1	2	2
470.2259	1	1	2	1	1	1	2	1	2	2	1	2
470.2260	1	2	2	2	0	1	0	1	2	1	1	2
470.2261	1	0	2	1	0	0	2	1	2	2	1	2
470.2262	1	1	2	1	1	1	1	1	2	0	1	2
470.2263	1	1	2	1	1	1	1	1	2	0	1	2
470.2264	1	1	2	1	0	1	1	1	2	1	1	2
470.2265	1	1	2	2	1	2	1	2	2	1	2	2
470.2266	1	1	2	2	2	2	1	2	2	2	2	2
470.2267	1	1	2	2	2	1	0	2	2	0	2	2
470.2268	1	1	2	1	1	1	1	1	2	2	1	2
470.2269	1	1	2	1	0	1	1	1	2	1	1	2
470.2270	1	1	2	1	1	1	1	1	2	0	1	2
470.2271	1	1	2	1	1	1	1	1	2	2	1	2
470.2272	1	1	2	1	1	1	1	1	2	2	1	2
470.2273	1	1	2	1	1	1	1	1	2	2	1	2
470.2274	1	1	2	1	1	1	1	1	2	2	1	2
470.2275	1	1	2	2	2	2	2	2	2	1	2	2
470.2276	1	1	2	1	0	1	1	1	2	1	1	2
470.2277	1	1	2	1	1	1	1	1	2	2	1	2
470.2278	1	1	2	1	1	1	1	1	2	1	1	2
470.2279	1	1	2	1	1	1	1	1	2	0	1	2
470.2280	1	1	2	1	2	1	2	1	2	1	2	2
470.2281	1	1	2	1	1	1	1	2	2	2	2	2
470.2282	1	1	2	1	2	1	1	1	2	2	2	2
470.2283	1	1	2	2	1	2	1	2	2	1	2	2
470.2284	1	1	2	2	2	1	2	2	2	2	2	2
470.2285	1	1	2	1	1	1	1	1	2	1	1	2
470.2286	1	1	2	1	1	1	1	1	2	1	1	2
470.2287	1	1	2	1	1	1	1	1	2	1	1	2
470.2288	1	1	2	2	1	2	2	2	2	1	2	2
470.2289	1	0	2	1	2	1	0	1	2	0	2	2
470.2290	1	1	2	1	1	1	1	1	2	1	1	2
470.2291	1	1	2	2	2	1	2	2	2	2	2	2
470.2292	1	1	2	1	1	1	1	1	2	0	1	2
470.2293	1	1	2	1	1	1	1	1	2	1	1	2
470.2294	1	1	2	2	1	2	1	2	2	1	2	2
470.2295	1	1	2	1	1	1	1	2	2	1	1	2
470.2296	1	1	2	1	1	1	1	1	2	1	1	2
470.2297	1	1	2	1	0	1	1	1	2	2	1	2
470.2298	1	1	2	1	1	1	1	1	2	1	1	2
470.2299	1	1	2	2	1	2	1	2	2	1	2	2
470.2300	1	1	2	1	1	1	1	1	2	1	1	2
470.2301	1	1	2	1	1	1	1	1	2	1	1	2
470.2302	1	1	2	1	1	1	1	1	2	2	1	2
470.2303	1	1	2	2	1	2	1	2	2	2	2	2
470.2304	1	1	2	1	1	1	1	1	2	1	1	2
470.2305	1	1	2	1	1	1	1	1	2	1	1	2
470.2306	1	1	2	2	0	1	0	2	2	1	2	2
470.2307	1	1	2	1	1	1	2	2	2	2	2	2
470.2425	1	1	2	1	1	1	1	2	2	2	2	1
470.2426	1	1	2	1	1	1	1	2	2	2	2	1
470.2427	1	1	2	1	1	1	1	2	2	2	2	1
470.2428	1	1	2	1	1	1	0	2	2	2	2	1
470.2429	1	1	2	1	0	1	1	2	2	2	2	1
470.2430	1	1	2	1	0	1	0	2	2	2	2	1
470.2431	1	1	2	1	1	1	1	2	2	2	2	1
470.2432	1	1	2	1	1	1	1	2	2	2	2	1
470.2433	1	1	2	1	1	1	1	2	2	2	2	1
470.2434	1	1	2	1	1	1	0	2	2	2	2	1
470.2435	1	1	2	2	1	1	1	2	2	2	2	1
470.2436	1	1	2	1	1	1	1	2	2	2	2	1
470.2437	1	1	2	1	1	1	0	2	2	2	2	1
470.2843	1	2	1	1	2	1	1	1	2	2	1	1
470.2844	1	1	1	1	0	1	1	1	2	1	0	1
470.2845	1	1	1	1	0	1	1	1	2	1	0	1
470.2846	1	1	1	1	0	1	0	1	2	1	1	1
470.2847	1	1	1	1	0	1	0	1	2	1	1	1
470.3764	1	1	2	1	1	1	2	2	2	2	2	1
470.3765	1	1	2	1	0	0	2	2	2	0	2	0
470.3766	1	1	2	1	0	1	2	2	2	1	2	1
470.3767	1	1	2	1	1	1	2	2	2	2	2	1
470.3768	1	1	2	1	0	1	2	2	2	0	2	1
470.3769	1	1	2	1	1	0	2	2	2	1	2	1
470.3770	1	1	2	1	0	1	2	2	2	2	2	1
470.3771	1	1	2	1	1	1	2	2	2	0	2	1
470.3772	1	1	2	1	1	1	2	2	2	1	2	1
470.4286	1	1	2	2	2	1	1	2	2	2	2	0
470.4701	1	1	1	1	0	1	0	1	2	1	1	1
470.4702	1	0	1	1	0	1	0	1	2	1	1	1
470.4748	1	1	1	1	1	1	1	1	2	1	1	1
470.4785	1	1	1	0	1	1	1	1	2	0	1	2
470.4786	1	2	1	1	2	1	1	1	2	2	2	1
470.4881	1	1	1	1	0	1	0	1	2	1	1	1
470.4901	1	1	1	1	1	1	1	1	2	1	1	1
470.5040	1	1	1	1	1	2	1	1	2	2	1	1
470.5410	1	1	1	1	0	2	1	1	2	0	0	1
470.5421	1	1	1	1	0	2	1	1	2	0	0	1
470.612	1	1	1	1	1	1	1	1	2	1	1	1
470.613	1	1	1	1	1	1	1	1	2	1	1	1
470.618	1	1	1	1	1	1	1	1	2	1	1	1
470.620	1	1	1	1	1	1	1	1	2	1	1	1
470.624	1	1	1	1	1	1	0	1	2	2	2	1
470.625	1	1	1	1	1	1	1	1	2	0	1	1
470.626	1	1	1	1	1	1	1	1	2	1	1	1
470.627	1	1	1	1	1	1	1	1	2	2	1	1
470.628	1	1	0	1	1	2	1	1	2	2	2	1
470.629	1	1	1	1	1	1	1	1	2	1	1	1
470.630	1	1	1	1	1	1	1	2	2	1	1	1
470.631	1	1	1	1	1	1	1	1	2	0	1	1
470.632	1	1	1	1	1	1	1	2	2	1	1	1
470.633	1	1	1	1	1	1	1	1	2	1	1	1
470.634	1	1	1	1	1	1	1	2	2	1	1	1
470.635	1	1	1	1	2	1	2	1	2	0	2	1
470.636	1	1	1	1	1	1	1	1	2	1	1	1
470.638	1	1	1	1	1	1	2	1	2	0	1	1
470.639	1	0	0	1	1	0	0	2	2	2	0	1
470.640	1	1	1	1	1	1	1	1	2	2	1	1
470.641	1	1	1	2	1	1	1	1	2	1	1	1
470.642	1	1	1	1	1	1	1	1	2	1	1	1
470.643	1	1	1	2	1	1	1	2	2	2	1	1
470.644	1	1	1	2	1	1	2	1	2	0	1	1
470.645	1	1	1	2	1	1	2	1	2	0	1	1
470.646	1	1	1	2	1	1	2	1	2	2	1	1
470.647	1	1	1	2	1	1	2	1	2	0	1	1
470.648	1	1	1	2	1	1	1	1	2	2	1	1
470.649	1	1	1	2	1	1	2	1	2	0	1	1
470.650	1	1	1	2	1	1	2	1	2	2	1	1
470.651	1	1	1	2	1	1	1	1	2	1	1	1
470.652	1	1	1	2	1	1	1	1	2	2	1	1
470.653	1	1	1	2	1	1	1	1	2	2	1	1
470.654	1	1	1	2	1	1	1	1	2	2	1	1
470.655	1	1	1	2	1	1	2	1	2	0	1	1
470.656	1	1	1	2	1	1	1	1	2	2	1	1
470.657	1	1	1	2	1	1	1	1	2	1	1	1
470.658	1	0	0	2	0	1	0	1	2	0	1	1
470.659	1	1	1	1	1	1	1	1	2	0	1	1
470.660	1	1	1	2	1	1	1	1	2	2	1	1
470.661	1	0	0	1	0	1	0	1	2	0	2	1
470.662	1	1	1	2	1	0	1	1	2	1	1	1
470.664	1	1	1	2	1	0	1	1	2	2	1	1
470.672	1	2	1	1	1	1	1	1	2	2	1	1
470.673	1	1	1	1	1	1	1	1	2	1	1	1
470.674	1	1	1	1	1	1	1	1	2	1	1	1
470.675	1	1	1	2	1	1	1	1	2	1	1	1
470.676	1	1	1	2	1	1	1	1	2	2	1	1
470.677	1	1	1	2	1	1	1	1	2	1	1	1
470.678	1	1	1	2	1	1	1	1	2	1	1	1
470.679	1	1	1	1	1	1	1	1	2	1	1	1
470.680	1	1	1	1	1	1	1	1	2	1	1	1
470.681	1	1	1	1	1	1	1	1	2	1	1	1
470.682	1	1	1	1	1	1	1	1	2	1	1	1
470.683	1	1	1	1	1	1	1	1	2	1	1	1
470.684	1	1	1	1	1	1	1	1	2	2	1	1
470.685	1	1	1	1	1	1	1	1	2	1	1	1
470.686	1	1	1	1	1	1	1	1	2	1	1	1
470.687	1	2	1	0	0	1	0	2	2	0	1	0
470.688	1	1	1	1	0	1	1	1	2	2	1	0
470.689	1	1	1	0	0	1	1	1	2	2	1	0
470.690	1	1	1	1	0	1	1	1	2	2	1	1
470.695	1	1	1	1	1	1	1	1	2	1	1	1
470.696	1	1	1	1	1	1	1	1	2	1	1	1
470.697	1	1	1	1	1	1	1	1	2	1	1	1
470.698	1	1	1	1	1	1	1	1	2	1	1	1
470.699	1	1	1	1	1	1	1	1	2	2	1	1
470.700	1	1	1	1	1	1	1	1	2	1	1	1
470.701	1	1	1	1	1	1	1	1	2	1	1	1
470.702	1	1	1	1	1	1	1	1	2	1	1	1
470.703	1	1	1	1	1	1	1	1	2	0	1	1
470.704	1	1	1	1	1	1	1	1	2	0	1	1
470.705	1	1	1	1	1	1	1	1	2	1	1	1
470.706	1	1	1	1	1	1	1	1	2	1	1	1
470.708	1	1	1	1	1	1	2	2	2	1	1	1
470.709	1	1	1	1	1	1	1	1	2	1	1	1
470.710	1	1	1	1	1	1	1	1	2	1	1	1
470.711	1	1	1	1	1	1	1	1	2	1	1	1
470.712	1	1	1	1	1	1	1	1	2	1	1	1
470.713	1	1	1	1	1	1	1	2	2	1	1	1
470.715	1	1	1	1	1	1	0	1	2	1	1	1
470.717	1	1	1	1	1	1	1	1	2	1	1	1
470.718	1	1	1	1	1	1	1	1	2	1	1	1
470.720	1	1	1	1	1	1	0	2	2	1	1	1
470.721	1	1	1	1	1	1	1	1	2	1	1	1
470.722	1	1	1	1	1	1	1	1	2	1	1	1
470.729	1	1	1	2	0	1	0	1	2	1	1	2
470.730	1	1	1	2	0	1	0	2	2	1	2	2
470.731	1	1	0	0	2	1	2	2	2	0	2	1
470.732	1	1	1	0	0	1	0	2	2	1	2	0
470.7338	1	1	1	2	2	1	1	1	2	2	1	1
470.7339	1	0	0	2	2	1	1	2	2	2	1	1
470.733	1	1	0	1	0	1	2	2	2	0	2	1
470.7340	1	1	1	2	2	1	0	1	2	2	1	1
470.7341	1	0	1	2	2	1	0	1	2	2	1	2
470.7342	1	0	0	2	2	1	0	1	2	2	1	2
470.7343	1	0	1	2	2	1	0	1	2	2	1	1
470.7344	1	1	0	2	2	1	1	1	2	2	1	1
470.7345	1	0	1	2	2	1	0	1	2	2	1	1
470.7346	1	0	1	2	2	1	0	1	2	2	1	1
470.7347	1	0	1	2	2	1	0	1	2	2	1	1
470.7348	1	2	1	2	2	1	0	1	2	2	1	1
470.7349	1	0	1	2	2	1	0	1	2	2	1	1
470.734	1	1	1	1	1	1	1	2	2	1	2	1
470.7350	1	2	1	2	2	1	1	1	2	2	1	1
470.7351	1	2	2	1	1	2	2	2	2	2	2	2
470.7352	1	2	2	1	1	2	2	2	2	2	2	2
470.7353	1	2	2	1	1	2	2	2	2	2	2	2
470.7354	1	2	2	1	1	2	2	2	2	2	2	2
470.7355	1	2	2	1	1	2	2	2	2	2	2	2
470.7356	1	2	2	1	1	2	2	2	2	2	2	2
470.7357	1	2	2	1	1	2	2	2	2	2	2	2
470.7358	1	2	2	1	1	2	2	2	2	2	2	2
470.7359	1	2	2	1	1	2	2	2	2	2	2	2
470.735	1	1	1	1	1	1	1	2	2	1	2	1
470.7360	1	2	2	1	1	2	2	2	2	2	2	2
470.7361	1	2	2	1	1	2	2	2	2	2	2	2
470.7362	1	2	2	1	1	2	2	2	2	2	2	2
470.7363	1	2	2	1	1	2	2	2	2	2	2	2
470.7364	1	2	2	1	1	2	2	2	2	2	2	2
470.7365	1	2	2	1	1	2	2	2	2	2	2	2
470.7366	1	2	2	1	0	2	2	2	2	2	2	2
470.7367	1	2	2	1	1	2	2	2	2	2	2	2
470.7368	1	2	2	1	1	2	2	2	2	2	2	2
470.7369	1	2	2	1	0	2	2	2	2	2	2	2
470.736	1	1	1	1	1	1	1	2	2	1	2	1
470.7370	1	2	2	1	0	2	2	2	2	2	2	2
470.7371	1	2	2	1	0	2	2	2	2	2	2	2
470.7372	1	2	2	1	0	2	2	2	2	2	2	2
470.7373	1	2	2	1	1	2	2	2	2	2	2	2
470.7374	1	1	1	1	1	1	1	1	2	1	1	1
470.7375	1	1	1	1	0	1	0	1	2	1	1	1
470.7376	1	1	1	1	1	1	1	1	2	1	1	1
470.7377	1	1	1	1	0	1	1	1	2	1	1	1
470.7378	1	1	1	1	1	1	1	1	2	1	1	1
470.7379	1	1	1	1	1	1	1	1	2	1	1	1
470.737	1	1	1	0	0	1	0	2	2	1	2	0
470.7380	1	1	1	0	0	1	0	1	2	1	1	0
470.7381	1	1	1	1	0	1	0	1	2	1	1	1
470.7382	1	1	1	1	1	1	1	1	2	1	1	1
470.7383	1	1	1	1	1	1	1	1	2	1	1	1
470.7384	1	1	1	1	1	1	1	1	2	1	1	1
470.7385	1	1	1	1	2	1	1	1	2	1	2	1
470.7386	1	1	1	1	1	1	1	1	2	1	1	1
470.7387	1	0	1	1	2	1	1	1	2	1	1	1
470.7388	1	1	1	1	1	1	1	1	2	1	1	1
