	ciprofloxacin	cefoxitin	tobramycin	ceftazidime	aztreonam	cefepime	amoxicillin	trimethoprim	piperacillin_tazobactam	gentamicin	cefotaxime	cefuroxime	trimethoprim_sulfamethoxazole	ampicillin
562.22720	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22722	0	0	0	0	0	0	2	1	1	0	0	0	2	1
562.22723	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22725	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22726	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22727	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22728	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22729	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22730	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22731	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22732	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22734	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22735	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22736	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22737	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22738	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22740	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22741	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22742	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22743	0	1	0	0	0	0	2	0	0	0	0	1	2	1
562.22744	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22745	0	0	0	0	0	0	2	0	1	0	0	0	2	1
562.22747	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22748	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22749	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22750	0	0	0	0	0	0	2	0	1	0	0	0	2	1
562.22751	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22752	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22753	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22755	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22756	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22757	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22758	0	0	0	0	0	0	2	1	2	0	0	0	2	1
562.22759	0	0	0	0	0	0	2	0	1	0	0	0	2	1
562.22760	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22762	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22763	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22764	0	2	0	2	1	1	2	1	0	0	1	1	2	1
562.22766	0	0	1	0	0	0	2	1	0	1	0	0	2	1
562.22769	0	0	0	0	0	0	2	1	0	0	0	0	2	0
562.22771	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22772	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22773	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22774	0	0	0	0	0	0	2	0	1	0	0	0	2	1
562.22775	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22776	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22777	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22778	0	0	1	0	0	0	2	0	0	1	0	0	2	1
562.22779	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22780	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22781	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22782	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22784	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22785	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22786	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22788	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22789	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22790	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22791	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22792	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22793	0	2	0	2	2	0	2	0	0	0	0	1	2	1
562.22795	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22796	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22798	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22799	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22800	0	0	0	0	0	0	2	0	0	0	0	1	2	1
562.22801	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22802	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22803	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22804	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22805	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22807	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22808	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22809	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22810	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22812	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22814	0	0	0	0	0	0	2	1	0	0	0	0	2	0
562.22815	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22816	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22817	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22818	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22819	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22820	0	0	0	0	0	0	2	1	1	0	0	0	2	1
562.22823	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22824	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22825	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22826	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22827	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22828	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22829	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22830	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22831	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22832	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22833	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22834	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22835	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22836	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22837	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22838	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22839	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22840	0	2	2	0	2	2	1	2	2	0	2	0	2	2
562.22841	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22842	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22844	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22845	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22846	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22848	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22849	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22850	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22851	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22852	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22853	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22855	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22856	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22857	0	2	2	0	2	2	0	2	0	0	2	1	2	2
562.22858	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22859	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22861	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22862	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22863	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22864	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22866	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22869	0	2	2	0	2	2	1	2	0	0	2	1	2	2
562.22870	0	2	2	0	2	2	1	2	0	0	2	1	2	2
562.22871	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22872	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22873	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22874	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22875	0	0	0	0	0	0	2	1	0	0	0	0	2	1
562.22876	0	0	0	0	0	0	2	0	0	0	0	0	2	1
562.22877	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22878	0	0	0	0	0	0	2	0	0	0	0	0	2	0
562.22881	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22882	0	2	2	0	2	2	1	2	0	0	2	1	2	2
562.22883	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22884	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22885	0	2	2	0	2	2	1	2	0	0	2	1	2	2
562.22886	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22887	0	2	2	0	2	2	0	2	0	1	2	0	2	2
562.22888	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22889	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22890	0	2	2	0	2	2	0	2	2	0	2	0	2	2
562.22891	0	2	2	0	2	2	0	2	0	0	2	1	2	2
562.22892	0	2	2	0	2	2	1	2	0	1	2	0	2	2
562.22893	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22894	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22895	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22896	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22897	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22898	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22899	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22900	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22901	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22902	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22903	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22904	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22905	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22906	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22907	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.22908	0	2	2	0	2	2	1	2	0	0	2	0	2	2
562.22909	0	2	2	2	2	2	1	2	2	0	0	1	2	2
562.22910	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22911	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22912	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22913	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22914	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.22915	0	2	2	0	2	2	1	2	2	0	0	1	2	2
562.22916	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22917	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22919	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22921	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22922	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22924	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22925	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22926	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22928	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22929	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22930	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22931	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22932	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22934	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22935	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22936	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22937	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22938	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22939	0	2	2	0	2	2	0	2	1	0	0	0	2	2
562.22940	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22941	0	2	2	0	2	2	1	2	1	0	0	1	2	2
562.22943	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22944	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22945	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22946	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22947	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22948	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22949	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22950	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22951	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22952	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22953	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22954	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22955	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22956	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22957	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22958	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22959	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22960	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22961	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22962	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22963	0	2	2	0	2	2	1	2	0	2	0	0	2	2
562.22964	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22965	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22966	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22967	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22968	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22969	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22970	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22971	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22972	0	2	2	0	2	2	1	2	2	0	0	0	2	2
562.22973	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22974	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22975	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22976	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22977	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22978	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22979	0	2	2	0	2	2	1	2	0	1	0	0	2	2
562.22980	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22981	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22982	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22983	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22984	0	2	2	1	2	2	1	2	0	2	1	1	2	2
562.22985	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22986	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22987	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22988	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22989	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.22990	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22991	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22992	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22993	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.22994	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22995	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22996	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22998	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.22999	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23000	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23001	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23002	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23003	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23004	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23005	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23006	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23007	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23008	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23009	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23010	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23011	0	2	2	0	2	2	1	2	1	2	0	1	2	2
562.23012	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23013	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23014	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23015	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23016	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23017	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23018	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23019	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23020	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23021	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23022	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23023	0	2	2	0	2	2	1	2	1	0	0	1	2	2
562.23025	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23026	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23027	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23030	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23031	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23032	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23033	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23034	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23035	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23036	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23037	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23038	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23039	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23040	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23041	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23042	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23043	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23044	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23045	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.23046	0	2	2	1	2	2	1	2	0	0	1	1	2	2
562.23048	0	2	2	0	2	2	0	2	0	0	0	1	2	2
562.23049	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23050	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23051	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23052	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23054	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23055	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23056	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23057	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23058	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23059	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23060	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23061	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23062	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23063	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23064	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23065	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23067	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23068	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23069	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23070	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23071	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23072	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23073	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23074	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23075	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23077	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23080	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23081	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23082	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23083	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23084	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23085	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23086	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23087	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23088	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23089	0	2	2	0	2	2	0	2	1	0	0	0	2	2
562.23090	0	2	2	0	2	2	0	2	1	0	0	1	2	2
562.23091	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23092	0	2	2	0	2	2	1	2	2	0	0	0	2	2
562.23093	0	2	2	0	2	2	0	2	2	0	0	0	2	2
562.23094	0	2	2	0	2	2	0	2	2	0	0	0	2	2
562.23097	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23099	0	2	2	0	2	2	0	2	2	0	0	0	2	2
562.23101	0	2	2	0	2	2	1	2	2	0	0	0	2	2
562.23102	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23103	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23104	0	2	2	0	2	2	0	2	2	0	0	0	2	2
562.23105	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23106	0	2	2	0	2	2	0	2	2	0	0	0	2	2
562.23107	0	2	2	0	2	2	0	2	1	0	0	0	2	2
562.23109	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23110	0	2	2	0	2	2	0	2	2	0	0	0	2	2
562.23111	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23112	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23113	0	2	2	0	2	2	1	2	1	0	0	1	2	2
562.23114	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23115	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23116	0	2	2	0	2	2	1	2	2	0	0	0	2	2
562.23118	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23119	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23120	0	2	2	0	2	2	0	2	2	0	0	0	2	2
562.23121	0	2	2	0	2	2	1	2	1	0	0	0	2	2
562.23122	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23123	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23124	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23125	0	2	2	0	2	2	1	2	2	0	0	0	2	2
562.23126	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23127	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23128	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23130	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23131	0	2	2	1	2	2	1	2	0	0	1	1	2	2
562.23132	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23133	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23135	0	2	2	0	2	2	0	2	0	0	2	0	2	2
562.23136	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23137	0	2	2	0	2	2	1	2	0	0	0	0	2	2
562.23138	0	2	2	0	2	2	0	2	0	0	0	0	2	2
562.23139	0	2	2	0	2	2	1	2	2	0	0	0	2	2
