	tetracycline	trimethoprim_sulfamethoxazole	clindamycin	ciprofloxacin	methicillin	oxacillin	gentamicin	erythromycin	penicillin
1280.8147	0	2	2	0	0	2	0	0	1
1280.8149	0	2	2	0	0	2	0	0	1
1280.8150	0	2	1	0	0	2	0	1	1
1280.8151	0	2	1	0	0	2	0	1	0
1280.8152	0	2	0	0	0	2	0	0	1
1280.8154	0	2	0	0	0	2	0	0	1
1280.8155	0	2	0	0	0	2	0	0	1
1280.8157	0	2	2	0	0	2	0	0	0
1280.8158	0	2	1	1	1	2	0	1	1
1280.8159	0	2	2	0	0	2	0	0	0
1280.8160	0	2	2	1	1	2	0	1	1
1280.8161	0	2	2	0	0	2	0	1	0
1280.8162	0	2	2	0	0	2	0	0	1
1280.8166	0	2	0	1	1	2	0	0	1
1280.8167	0	2	0	0	0	2	0	0	1
1280.8168	0	2	0	0	0	2	0	0	1
1280.8173	0	2	1	1	1	2	0	1	1
1280.8175	0	2	0	0	0	2	0	0	1
1280.8176	0	2	0	0	0	2	0	0	0
1280.8177	0	2	0	0	0	2	0	0	1
1280.8178	0	2	0	0	0	2	0	0	1
1280.8179	0	2	0	0	0	2	0	0	1
1280.8181	0	2	2	0	0	2	0	0	1
1280.8185	0	2	0	0	0	2	0	0	0
1280.8186	0	2	0	0	0	2	0	0	1
1280.8187	0	2	1	0	0	2	0	1	1
1280.8188	0	2	2	1	1	2	0	1	1
1280.8190	0	2	0	0	0	2	0	0	1
1280.8193	0	2	0	0	0	2	0	0	1
1280.8195	0	2	0	0	0	2	0	0	1
1280.8196	0	2	0	0	0	2	0	0	1
1280.8198	0	2	0	0	0	2	0	0	1
1280.8202	0	2	0	0	0	2	0	0	1
1280.8203	0	2	0	1	0	2	0	0	1
1280.8206	0	2	0	0	0	2	0	0	1
1280.8208	0	2	0	0	0	2	0	0	1
1280.8209	0	2	1	0	0	2	0	1	1
1280.8210	0	2	1	0	0	2	0	1	1
1280.8211	0	2	0	1	0	2	0	0	1
1280.8212	0	2	0	0	0	2	0	0	1
1280.8213	0	2	0	0	0	2	0	0	1
1280.8217	0	2	0	0	0	2	0	0	1
1280.8219	0	2	2	1	1	2	0	1	1
1280.8221	0	2	0	0	0	2	0	0	1
1280.8222	0	2	0	0	0	2	0	0	0
1280.8224	0	2	1	1	1	2	0	1	1
1280.8229	0	2	2	0	0	2	0	0	1
1280.8230	0	2	2	0	0	2	0	0	1
1280.8231	0	2	2	0	0	2	0	0	1
1280.8232	0	2	2	0	0	2	0	0	1
1280.8233	0	2	2	0	0	2	0	0	1
1280.8234	0	2	2	0	0	2	0	0	0
1280.8235	0	2	2	0	0	2	0	0	1
1280.8237	0	2	2	0	0	2	0	0	1
1280.8238	0	2	2	0	0	2	0	0	0
1280.8239	0	2	2	0	0	2	0	0	1
1280.8242	0	2	2	1	1	2	0	1	1
1280.8245	0	2	2	0	0	2	0	0	1
1280.8246	0	2	2	0	0	2	0	0	1
1280.8249	0	2	2	0	0	2	0	0	1
1280.8254	0	2	2	0	0	2	0	0	1
1280.8255	0	2	2	0	0	2	0	0	1
1280.8256	0	2	2	0	0	2	0	0	1
1280.8259	0	2	2	1	1	2	0	0	1
1280.8260	0	2	2	0	0	2	0	0	1
1280.8261	0	2	2	0	0	2	0	0	1
1280.8262	0	2	2	0	0	2	0	0	1
1280.8263	0	2	2	0	0	2	0	0	0
1280.8264	0	2	2	0	0	2	0	0	1
1280.8265	0	2	2	0	0	2	0	0	1
1280.8270	0	2	2	0	0	2	0	0	1
1280.8271	0	2	2	0	0	2	0	1	1
1280.8276	0	2	2	0	0	2	1	0	1
1280.8281	0	2	2	0	0	2	0	0	0
1280.8282	0	2	2	0	0	2	0	0	1
1280.8283	0	2	2	0	0	2	0	0	1
1280.8286	0	2	2	0	0	2	0	0	1
1280.8289	0	2	2	0	0	2	0	0	1
1280.8290	0	2	2	0	0	2	0	0	1
1280.8291	0	2	2	0	0	2	0	0	1
1280.8293	0	2	2	0	0	2	0	1	1
1280.8294	0	2	2	0	0	2	0	0	1
1280.8298	0	2	2	0	0	2	0	0	1
1280.8299	0	2	2	0	0	2	0	0	1
1280.8300	0	2	2	0	0	2	0	1	0
1280.8304	0	2	2	0	0	2	0	0	0
1280.8306	0	2	2	0	0	2	0	0	1
1280.8310	0	2	2	0	0	2	0	0	1
1280.8312	0	2	2	1	1	2	0	1	1
1280.8313	0	2	2	0	0	2	0	0	1
1280.8314	0	2	2	0	0	2	0	0	1
1280.8315	0	2	2	0	0	2	0	0	0
1280.8321	0	2	2	0	0	2	0	0	1
1280.8322	0	2	2	0	0	2	0	0	0
1280.8323	0	2	2	0	0	2	0	0	1
1280.8324	0	2	2	1	1	2	0	1	1
1280.8326	0	2	2	0	0	2	0	0	1
1280.8328	0	2	2	0	0	2	0	0	0
1280.8329	0	2	2	0	0	2	0	0	1
1280.8330	0	2	2	0	0	2	0	0	1
1280.8332	0	2	2	0	0	2	0	0	1
1280.8335	0	2	2	0	0	2	0	0	0
1280.8340	0	2	2	0	0	2	0	0	1
1280.8341	0	2	2	0	0	2	0	0	1
1280.8342	0	2	2	0	0	2	0	0	1
1280.8343	0	2	2	0	0	2	0	0	0
1280.8346	0	2	2	0	0	2	0	0	1
1280.8348	0	2	2	0	0	2	0	0	0
1280.8350	0	2	2	0	0	2	0	0	1
1280.8352	0	2	2	0	0	2	0	0	1
1280.8353	0	2	2	0	0	2	0	0	1
1280.8354	0	2	2	0	0	2	0	0	0
1280.8357	0	2	1	1	1	2	0	1	1
1280.8358	0	2	2	0	0	2	0	0	1
1280.8359	0	2	2	0	0	2	0	0	1
1280.8360	0	2	2	0	0	2	0	0	0
1280.8361	0	2	2	0	0	2	0	0	1
1280.8362	0	2	2	0	0	2	0	0	1
1280.8363	0	2	0	0	0	2	0	0	1
1280.8366	0	2	1	1	1	2	0	1	1
1280.8367	0	2	0	0	0	2	0	0	1
1280.8368	0	2	1	1	1	2	0	1	1
1280.8369	0	2	0	0	0	2	0	0	0
1280.8370	0	2	0	0	0	2	0	0	0
1280.8378	0	2	2	0	0	2	0	0	1
1280.8379	0	2	1	1	1	2	0	1	1
1280.8380	0	2	2	0	0	2	0	0	1
1280.8381	0	2	2	0	0	2	0	0	1
1280.8382	0	2	2	0	0	2	0	0	0
1280.8383	0	2	0	0	0	2	0	0	1
1280.8384	0	2	0	0	0	2	0	0	1
1280.8385	0	2	0	1	1	2	0	0	1
1280.8388	0	2	1	1	1	2	0	1	1
1280.8389	0	2	1	1	1	2	0	1	1
1280.8392	0	2	1	1	1	2	0	1	1
1280.8393	0	2	2	1	0	2	0	0	1
1280.8394	0	2	1	1	1	2	0	1	1
1280.8396	0	2	2	0	0	2	0	0	1
1280.8400	0	2	2	0	0	2	0	0	1
1280.8404	0	2	1	1	1	2	1	1	1
1280.8405	0	2	2	0	0	2	0	0	1
1280.8406	0	2	0	0	0	2	0	0	1
1280.8407	0	2	0	0	0	2	0	0	1
1280.8408	0	2	0	0	0	2	0	0	0
1280.8409	0	2	1	1	1	2	0	1	1
1280.8411	0	2	2	0	0	2	0	0	1
1280.8412	0	2	2	0	0	2	0	0	1
1280.8415	0	2	2	0	0	2	0	0	1
1280.8418	0	2	2	0	0	2	0	0	1
1280.8419	0	2	2	0	0	2	0	0	1
1280.8421	0	2	2	0	0	2	0	0	1
1280.8423	0	2	2	0	0	2	0	1	1
1280.8424	0	2	2	1	1	2	0	1	1
1280.8430	0	2	2	0	0	2	0	0	1
1280.8431	0	2	2	1	1	2	0	0	1
1280.8432	0	2	2	0	0	2	0	0	1
1280.8433	0	2	2	1	0	2	0	0	1
1280.8434	0	2	2	0	0	2	0	0	1
1280.8435	0	2	2	0	0	2	0	1	1
1280.8436	0	2	2	0	0	2	0	0	1
1280.8437	0	2	2	0	0	2	0	0	1
1280.8439	0	2	2	0	0	2	0	0	1
1280.8440	0	2	1	1	1	2	0	1	1
1280.8441	0	2	2	1	1	2	0	0	1
1280.8443	0	2	2	0	0	2	0	0	1
1280.8445	0	2	2	0	0	2	0	0	1
1280.8447	0	2	0	0	0	2	0	0	1
1280.8449	0	2	0	0	0	2	0	0	1
1280.8456	0	2	1	1	1	2	0	1	1
1280.8457	0	2	1	1	1	2	0	1	1
1280.8458	0	2	2	0	0	2	0	0	1
1280.8459	0	2	2	0	0	2	1	0	0
1280.8461	0	2	2	0	0	2	0	0	1
1280.8462	0	2	2	1	1	2	0	1	1
1280.8463	0	2	2	0	0	2	0	0	1
1280.8464	0	2	2	0	0	2	0	0	0
1280.8465	0	2	2	0	0	2	0	0	1
1280.8467	0	2	2	1	1	2	0	1	1
1280.8469	0	2	2	0	0	2	0	0	0
1280.8471	0	2	2	1	1	2	0	1	1
1280.8473	0	2	2	0	0	2	0	0	0
1280.8482	0	2	2	0	0	2	0	0	1
1280.8483	0	2	2	0	0	2	0	0	1
1280.8484	0	2	2	0	0	2	0	0	1
1280.8485	0	2	2	0	0	2	0	0	1
1280.8486	0	2	2	0	0	2	0	0	1
1280.8487	0	2	2	0	0	2	0	0	0
1280.8488	0	2	2	0	0	2	0	0	1
1280.8489	0	2	2	0	0	2	0	0	1
1280.8490	0	2	2	0	0	2	0	1	1
1280.8491	0	2	2	0	0	2	0	0	0
1280.8492	0	2	2	1	1	2	0	1	1
1280.8493	0	2	2	0	0	2	0	0	1
1280.8494	0	2	2	1	0	2	0	0	1
1280.8495	0	2	2	0	0	2	0	0	0
1280.8499	0	2	2	0	0	2	0	0	0
1280.8508	0	2	1	1	1	2	1	1	1
1280.8509	0	2	1	1	1	2	0	1	1
1280.8510	0	2	1	1	1	2	0	1	1
1280.8511	0	2	1	1	1	2	0	1	1
1280.8512	0	2	2	0	0	2	0	0	1
1280.8513	0	2	1	1	1	2	1	1	1
1280.8514	0	2	0	1	1	2	0	0	1
1280.8515	0	2	0	1	0	2	0	0	1
1280.8516	0	2	0	0	0	2	0	0	1
1280.8517	0	2	1	1	1	2	0	1	1
1280.8518	0	2	1	1	1	2	0	1	1
1280.8519	0	2	1	1	1	2	0	1	1
1280.8521	0	2	1	1	1	2	0	1	1
1280.8522	0	2	1	1	1	2	0	1	1
1280.8534	0	2	2	0	0	2	0	0	1
1280.8535	0	2	2	0	0	2	0	0	1
1280.8536	0	2	2	0	0	2	0	0	0
1280.8537	0	2	2	0	0	2	0	0	1
1280.8538	0	2	2	1	1	2	0	1	1
1280.8539	0	2	2	1	1	2	0	0	1
1280.8540	0	2	2	0	0	2	0	0	1
1280.8541	0	2	2	0	0	2	0	0	0
1280.8542	0	2	2	1	0	2	0	1	1
1280.8543	0	2	2	0	0	2	0	0	0
1280.8544	0	2	2	0	0	2	0	0	1
1280.8545	0	2	2	0	0	2	0	0	1
1280.8547	0	2	2	0	0	2	0	0	0
1280.8548	0	2	1	1	1	2	0	1	1
1280.8551	0	2	2	0	0	2	0	0	0
1280.8560	0	2	0	0	0	2	0	0	1
1280.8561	0	2	0	0	0	2	0	0	1
1280.8562	0	2	0	1	0	2	0	0	1
1280.8563	0	2	2	1	1	2	0	0	1
1280.8564	0	2	1	1	1	2	0	1	1
1280.8565	0	2	1	1	1	2	0	1	1
1280.8566	0	2	1	1	1	2	0	1	1
1280.8567	0	2	1	1	1	2	0	1	1
1280.8568	0	2	1	1	1	2	0	1	1
1280.8569	0	2	1	1	1	2	0	1	1
1280.8570	0	2	2	0	0	2	0	0	1
1280.8571	0	2	2	1	1	2	0	0	1
1280.8572	0	2	2	1	1	2	0	0	1
1280.8574	0	2	2	1	0	2	0	0	1
1280.8575	0	2	2	1	1	2	0	0	1
1280.8586	0	2	2	0	0	2	0	0	1
1280.8587	0	2	2	0	0	2	0	0	1
1280.8588	0	2	2	1	0	2	0	1	1
1280.8589	0	2	2	0	0	2	0	1	1
1280.8590	0	2	2	0	0	2	0	0	1
1280.8591	0	2	2	0	0	2	0	0	1
1280.8592	0	2	2	0	0	2	0	0	1
1280.8593	0	2	2	0	0	2	0	0	0
1280.8594	0	2	1	1	1	2	0	1	1
1280.8595	0	2	2	0	0	2	0	0	1
1280.8596	0	2	2	0	0	2	0	0	1
1280.8598	0	2	2	0	0	2	0	0	1
1280.8599	0	2	2	1	1	2	0	0	1
1280.8600	0	2	2	0	0	2	0	0	1
1280.8601	0	2	2	0	0	2	0	0	1
1280.8612	0	2	2	0	0	2	0	0	1
1280.8614	0	2	2	0	0	2	0	0	1
1280.8615	0	2	2	0	0	2	0	0	1
1280.8616	0	2	2	0	0	2	0	0	1
1280.8618	0	2	2	0	0	2	0	0	1
1280.8619	0	2	2	0	0	2	0	0	1
1280.8620	0	2	2	0	0	2	0	0	0
1280.8622	0	2	2	0	0	2	0	0	1
1280.8623	0	2	2	0	0	2	0	0	0
1280.8624	0	2	2	1	1	2	0	0	1
1280.8625	0	2	2	1	1	2	0	1	1
1280.8626	0	2	2	1	1	2	0	0	1
1280.8627	0	2	2	0	0	2	0	0	1
1280.8633	0	2	1	1	1	2	0	1	1
1280.8634	0	2	1	1	1	2	0	1	1
1280.8635	0	2	0	1	1	2	0	0	1
1280.8638	0	2	0	0	0	2	0	0	1
1280.8641	0	2	0	0	0	2	0	0	1
1280.8644	0	2	0	0	0	2	0	0	1
1280.8645	0	2	0	0	0	2	0	0	1
1280.8646	0	2	0	0	0	2	0	0	1
1280.8647	0	2	0	0	0	2	0	0	1
1280.8648	0	2	0	0	0	2	0	0	1
1280.8649	0	2	0	0	0	2	0	0	1
1280.8655	0	2	2	0	0	2	0	0	1
1280.8656	0	2	2	0	0	2	0	0	0
1280.8657	0	2	2	0	0	2	0	0	1
1280.8658	0	2	2	0	0	2	0	0	1
1280.8659	0	2	2	0	0	2	0	0	1
1280.8660	0	2	0	0	0	2	0	0	1
1280.8663	0	2	2	0	0	2	0	0	1
1280.8666	0	2	2	0	0	2	0	0	1
1280.8668	0	2	2	0	0	2	0	0	1
1280.8670	0	2	2	1	1	2	0	1	1
1280.8671	0	2	2	0	0	2	0	0	0
1280.8672	0	2	2	0	0	2	0	0	1
1280.8673	0	2	2	0	0	2	0	0	1
1280.8674	0	2	2	0	0	2	0	1	1
1280.8675	0	2	2	1	1	2	0	1	1
1280.8681	0	2	2	0	0	2	0	0	1
1280.8682	0	2	0	1	1	2	0	0	1
1280.8683	0	2	0	0	0	2	0	0	1
1280.8684	0	2	0	0	0	2	0	0	1
1280.8685	0	2	0	0	0	2	0	0	1
1280.8686	0	2	0	1	1	2	0	0	1
1280.8691	0	2	2	1	1	2	0	0	1
1280.8692	0	2	1	1	1	2	0	1	1
1280.8695	0	2	1	1	1	2	0	1	1
1280.8697	0	2	1	1	1	2	0	1	1
1280.8698	0	2	1	1	1	2	0	1	1
1280.8699	0	2	1	1	1	2	0	1	1
1280.8700	0	2	1	1	1	2	0	1	1
1280.8701	0	2	1	1	1	2	0	1	1
1280.8707	0	2	2	0	0	2	0	0	1
1280.8708	0	2	2	1	0	2	0	1	1
1280.8709	0	2	2	0	0	2	0	0	1
1280.8710	0	2	2	0	0	2	0	0	1
1280.8711	0	2	2	0	0	2	0	0	1
1280.8712	0	2	2	0	0	2	0	0	1
1280.8713	0	2	2	1	1	2	0	1	1
1280.8716	0	2	2	0	0	2	0	0	1
1280.8718	0	2	1	1	1	2	0	1	1
1280.8721	0	2	0	0	0	2	0	0	1
1280.8722	0	2	0	0	0	2	0	0	1
1280.8724	0	2	0	1	0	2	0	0	1
1280.8726	0	2	0	0	0	2	0	0	0
1280.8727	0	2	0	0	0	2	0	0	0
1280.8728	0	2	0	0	0	2	0	0	1
1280.8733	0	2	1	1	1	2	0	1	1
1280.8734	0	2	0	0	0	2	0	0	1
1280.8735	0	2	1	1	1	2	0	1	1
1280.8737	0	2	1	1	1	2	0	1	1
1280.8738	0	2	1	1	1	2	0	1	1
1280.8739	0	2	1	1	1	2	0	1	1
1280.8742	0	2	2	0	0	2	0	0	1
1280.8743	0	2	2	0	0	2	0	0	0
1280.8747	0	2	2	1	1	2	0	0	1
1280.8748	0	2	2	1	1	2	0	1	1
1280.8750	0	2	2	0	0	2	0	0	1
1280.8751	0	2	2	0	0	2	0	0	1
1280.8753	0	2	2	0	0	2	0	0	1
1280.8754	0	2	2	0	0	2	0	0	1
1280.8759	0	2	0	0	0	2	0	0	1
1280.8761	0	2	0	0	0	2	0	0	1
1280.8762	0	2	1	1	1	2	0	1	1
1280.8763	0	2	1	1	1	2	0	1	1
1280.8764	0	2	1	1	1	2	0	1	1
1280.8767	0	2	0	0	0	2	0	0	1
1280.8772	0	2	2	0	0	2	0	0	1
1280.8774	0	2	2	1	1	2	0	1	1
1280.8776	0	2	2	0	0	2	0	1	1
1280.8777	0	2	2	1	0	2	0	0	1
1280.8779	0	2	2	0	0	2	0	0	1
1280.8780	0	2	2	0	0	2	0	0	1
1280.8785	0	2	2	0	0	2	0	0	1
1280.8786	0	2	2	0	0	2	0	0	1
1280.8787	0	2	2	0	0	2	0	0	1
1280.8788	0	2	0	0	0	2	0	0	1
1280.8789	0	2	2	0	0	2	0	0	1
1280.8790	0	2	2	0	0	2	0	1	0
1280.8791	0	2	2	0	0	2	0	0	0
1280.8795	0	2	2	0	0	2	0	0	0
1280.8797	0	2	2	0	0	2	0	0	0
1280.8798	0	2	2	0	0	2	0	0	0
1280.8799	0	2	2	0	0	2	0	0	1
1280.8800	0	2	2	0	0	2	0	0	0
1280.8801	0	2	2	0	0	2	0	0	1
1280.8803	0	2	2	0	0	2	0	0	1
1280.8805	0	2	2	0	0	2	0	0	1
1280.8807	0	2	2	0	0	2	0	0	1
1280.8812	0	2	2	0	0	2	0	0	1
1280.8813	0	2	2	0	0	2	0	0	1
1280.8814	0	2	2	0	0	2	0	0	0
1280.8816	0	2	2	0	0	2	0	0	1
1280.8819	0	2	2	1	1	2	0	1	1
1280.8825	0	2	2	1	1	2	0	1	1
1280.8827	0	2	2	1	1	2	0	0	1
1280.8829	0	2	2	1	1	2	0	0	1
1280.8830	0	2	2	1	1	2	0	0	1
1280.8831	0	2	2	0	0	2	0	0	0
1280.8832	0	2	2	0	0	2	0	0	1
1280.8835	0	2	2	0	0	2	0	0	1
1280.8836	0	2	2	0	0	2	0	0	1
1280.8837	0	2	2	0	0	2	0	0	1
1280.9190	0	0	0	1	2	2	0	0	2
1280.9191	0	0	1	1	2	2	0	1	2
1280.9193	0	0	1	1	2	2	0	1	2
1280.9194	0	0	1	1	2	2	0	1	2
1280.9195	0	0	1	1	2	2	0	1	2
1280.9196	0	0	1	1	2	2	0	1	2
1280.9198	0	0	0	1	2	2	0	0	2
1280.9201	0	0	1	1	2	2	0	1	2
1280.9203	0	0	1	1	2	2	0	1	2
1280.9205	0	0	1	1	2	2	0	1	2
1280.9208	0	0	1	1	2	2	0	1	2
1280.9210	0	0	1	1	2	2	0	1	2
1280.9214	0	0	1	1	2	2	0	1	2
1280.9215	0	0	1	1	2	2	0	1	2
1280.9217	0	0	0	1	2	2	0	0	2
1280.9219	0	0	1	1	2	2	0	1	2
1280.9220	0	0	1	1	2	2	0	1	2
1280.9226	0	0	1	1	2	2	0	1	2
1280.9227	0	0	1	1	2	2	0	1	2
1280.9228	0	0	1	1	2	2	0	1	2
1280.9229	0	0	1	1	2	2	0	1	2
1280.9230	0	0	1	1	2	2	0	1	2
1280.9231	0	0	1	1	2	2	0	1	2
1280.9234	0	0	0	1	2	2	0	0	2
1280.9235	0	0	0	1	2	2	0	0	2
1280.9236	0	0	1	1	2	2	0	1	2
1280.9245	0	0	1	1	2	2	0	1	2
1280.9249	0	0	1	1	2	2	0	1	2
1280.9250	0	0	1	1	2	2	0	1	2
1280.9252	0	0	1	1	2	2	0	1	2
1280.9253	0	0	1	1	2	2	0	1	2
1280.9254	0	0	1	1	2	2	0	1	2
1280.9263	0	0	1	1	2	2	0	1	2
1280.9264	0	0	0	1	2	2	0	0	2
1280.9265	0	0	1	1	2	2	0	1	2
1280.9267	0	0	1	1	2	2	0	1	2
1280.9268	0	0	0	1	2	2	0	0	2
1280.9274	0	0	1	1	2	2	0	1	2
1280.9276	0	0	1	1	2	2	0	1	2
1280.9277	0	0	1	1	2	2	0	1	2
1280.9284	0	0	1	1	2	2	0	1	2
1280.9286	0	0	1	1	2	2	0	1	2
1280.9287	0	0	1	1	2	2	0	1	2
1280.9288	0	0	1	1	2	2	0	1	2
1280.9289	0	0	1	1	2	2	0	1	2
1280.9292	0	0	1	1	2	2	0	1	2
1280.9294	0	0	1	1	2	2	0	1	2
1280.9296	0	0	0	1	2	2	0	0	2
1280.9297	0	0	0	1	2	2	0	0	2
1280.9298	0	0	0	1	2	2	1	0	2
1280.9299	0	0	1	1	2	2	0	1	2
1280.9300	0	0	1	1	2	2	0	1	2
1280.9301	0	0	0	1	2	2	0	0	2
1280.9302	0	0	1	1	2	2	0	1	2
1280.9304	0	1	1	1	2	2	0	1	2
1280.9305	0	0	1	1	2	2	0	1	2
1280.9306	0	0	1	1	2	2	0	1	2
1280.9307	0	0	1	1	2	2	0	1	2
1280.9309	0	1	1	1	2	2	0	1	2
1280.9310	0	0	1	1	2	2	0	1	2
1280.9311	0	0	1	1	2	2	0	1	2
1280.9314	0	0	1	1	2	2	0	1	2
1280.9315	0	0	1	1	2	2	0	1	2
1280.9320	0	1	1	1	2	2	0	1	2
1280.9324	0	0	1	1	2	2	0	1	2
1280.9325	0	0	1	1	2	2	0	1	2
1280.9332	0	1	1	1	2	2	0	1	2
1280.9334	0	1	1	1	2	2	0	1	2
1280.9338	0	0	1	1	2	2	0	1	2
1280.9339	0	0	1	1	2	2	0	1	2
1280.9342	0	0	0	1	2	2	0	0	2
1280.9345	0	0	0	1	2	2	0	0	2
1280.9349	0	1	1	1	2	2	0	1	2
1280.9350	0	0	1	1	2	2	0	1	2
1280.9355	0	0	1	1	2	2	0	1	2
1280.9365	0	0	1	1	2	2	0	1	2
1280.9366	0	0	1	1	2	2	0	1	2
1280.9408	0	2	1	1	1	2	0	1	1
1280.9409	0	2	1	1	1	2	0	1	1
1280.9410	0	2	1	1	1	2	0	1	1
1280.9411	0	2	1	1	1	2	0	1	1
1280.9412	0	2	1	1	1	2	0	1	1
1280.9413	0	2	1	1	1	2	0	1	1
1280.9414	0	2	1	1	1	2	0	1	1
1280.9415	0	2	1	1	1	2	0	1	1
1280.9416	0	2	1	1	1	2	0	1	1
1280.9417	0	2	0	1	1	2	0	0	1
1280.9418	0	2	1	1	1	2	0	1	1
1280.9419	0	2	1	1	1	2	0	1	1
1280.9420	0	2	0	1	1	2	0	0	1
1280.9421	0	2	1	1	1	2	0	1	1
1280.9422	0	2	1	1	1	2	0	1	1
1280.9423	0	2	1	1	1	2	0	1	1
1280.9424	0	2	1	1	1	2	0	1	1
1280.9425	0	2	2	0	0	2	0	0	0
1280.9426	0	2	2	0	0	2	0	0	1
1280.9429	0	2	2	0	0	2	0	0	0
1280.9430	0	2	2	0	0	2	0	0	1
1280.9431	0	2	2	0	0	2	0	0	1
1280.9432	0	2	2	0	0	2	0	0	1
1280.9433	0	2	2	0	0	2	0	0	1
1280.9434	0	2	2	0	0	2	0	0	0
1280.9435	0	2	2	0	0	2	0	0	1
1280.9436	0	2	2	0	0	2	0	0	1
1280.9437	0	2	2	1	0	2	0	0	0
1280.9438	0	2	2	0	0	2	0	0	1
1280.9439	0	2	2	1	0	2	0	0	0
1280.9440	0	2	2	1	1	2	1	0	1
1280.9441	0	2	2	0	0	2	0	0	1
