	chloramphenicol	erythromycin	penicillin	trimethoprim_sulfamethoxazole	tetracycline
1313.12935	2	2	2	1	2
1313.12936	2	2	2	1	2
1313.12937	2	2	2	1	2
1313.12939	2	2	2	1	2
1313.12941	2	2	2	1	2
1313.12943	2	2	2	1	2
1313.12945	2	2	2	1	2
1313.12946	2	2	2	1	2
1313.12947	2	2	2	1	2
1313.12948	2	2	2	1	2
1313.12949	2	2	2	1	2
1313.12950	2	2	2	1	2
1313.12951	2	2	2	1	2
1313.12954	2	2	2	1	2
1313.12955	2	2	2	1	2
1313.12957	2	2	2	1	2
1313.12958	2	2	2	1	2
1313.12959	2	2	2	1	2
1313.12961	2	2	2	1	2
1313.12962	2	2	2	1	2
1313.12964	2	2	2	1	2
1313.12965	2	2	2	1	2
1313.12968	2	2	2	1	2
1313.12971	2	2	2	1	2
1313.12972	2	2	2	1	2
1313.12974	2	2	2	1	2
1313.12976	2	2	2	1	2
1313.12980	2	2	2	1	2
1313.12981	2	2	2	1	2
1313.12982	2	2	2	1	2
1313.12983	2	2	2	1	2
1313.12988	2	2	2	1	2
1313.12989	2	2	2	1	2
1313.12992	2	2	2	1	2
1313.12993	2	2	2	1	2
1313.12994	2	2	2	1	2
1313.12995	2	2	2	1	2
1313.12996	2	2	2	1	2
1313.12997	2	2	2	1	2
1313.12998	2	2	2	1	2
1313.13001	2	2	2	1	2
1313.13002	2	2	2	1	2
1313.13005	2	2	2	1	2
1313.13006	2	2	2	1	2
1313.13007	2	2	2	1	2
1313.13008	2	2	2	1	2
1313.13010	2	2	2	1	2
1313.13012	2	2	2	1	2
1313.13015	2	2	2	1	2
1313.13016	2	2	2	1	2
1313.13017	2	2	2	1	2
1313.13018	2	2	2	1	2
1313.13019	2	2	2	1	2
1313.13020	2	2	2	1	2
1313.13021	2	2	2	1	2
1313.13022	2	2	2	1	2
1313.13023	2	2	2	1	2
1313.13024	2	2	2	1	2
1313.13026	2	2	2	1	2
1313.13028	2	2	2	1	2
1313.13029	2	2	2	1	2
1313.13030	2	2	2	1	2
1313.13032	2	2	2	1	2
1313.13035	2	2	2	1	2
1313.13036	2	2	2	1	2
1313.13037	2	2	2	1	2
1313.13038	2	2	2	1	2
1313.13039	2	2	2	1	2
1313.13041	2	2	2	1	2
1313.13043	2	2	2	1	2
1313.13045	2	2	2	1	2
1313.13046	2	2	2	1	2
1313.13049	2	2	2	1	2
1313.13050	2	2	2	1	2
1313.13053	2	2	2	1	2
1313.13054	2	2	2	1	2
1313.13057	2	2	2	1	2
1313.13058	2	2	2	1	2
1313.13059	2	2	2	1	2
1313.13060	2	2	2	1	2
1313.13061	2	2	2	1	2
1313.13063	2	2	2	1	2
1313.13064	2	2	2	1	2
1313.13065	2	2	2	1	2
1313.13066	2	2	2	1	2
1313.13067	2	2	2	1	2
1313.13069	2	2	2	1	2
1313.13070	2	2	2	1	2
1313.13071	2	2	2	1	2
1313.6428	2	2	2	1	2
1313.9977	2	2	2	1	2
1313.9978	2	2	2	1	2
1313.9980	2	2	2	1	2
1313.9984	2	2	2	1	2
1313.9985	2	2	2	1	2
1313.9986	2	2	2	1	2
1313.9988	2	2	2	1	2
1313.9991	2	2	2	1	2
1313.9992	2	2	2	1	2
1313.9994	2	2	2	1	2
1313.9995	2	2	2	1	2
1313.9996	2	2	2	1	2
1313.9998	2	2	2	1	2
1313.10003	2	2	2	0	2
1313.10006	2	2	2	0	2
1313.10011	2	2	2	0	2
1313.10013	2	2	2	0	2
1313.10014	2	2	2	0	2
1313.10018	2	2	2	0	2
1313.10019	2	2	2	0	2
1313.10020	2	2	2	0	2
1313.10025	2	2	2	0	2
1313.10029	2	2	2	0	2
1313.10032	2	2	2	0	2
1313.10039	2	2	2	0	2
1313.10043	2	2	2	0	2
1313.10055	2	2	2	0	2
1313.10061	2	2	2	0	2
1313.10069	2	2	2	0	2
1313.10070	2	2	2	0	2
1313.10072	2	2	2	0	2
1313.10076	2	2	2	0	2
1313.10080	2	2	2	0	2
1313.10088	2	2	2	0	2
1313.10096	2	2	2	0	2
1313.10097	2	2	2	0	2
1313.10103	2	2	2	0	2
1313.10104	2	2	2	0	2
1313.10106	2	2	2	0	2
1313.10118	2	2	2	0	2
1313.10121	2	2	2	0	2
1313.10122	2	2	2	0	2
1313.10130	2	2	2	0	2
1313.10134	2	2	2	0	2
1313.10155	2	2	2	0	2
1313.10164	2	2	2	0	2
1313.10165	2	2	2	0	2
1313.10171	2	2	2	0	2
1313.10177	2	2	2	0	2
1313.10182	2	2	2	0	2
1313.10186	2	2	2	0	2
1313.10206	2	2	2	0	2
1313.10217	2	2	2	0	2
1313.10218	2	2	2	0	2
1313.10219	2	2	2	0	2
1313.10229	2	2	2	0	2
1313.10234	2	2	2	0	2
1313.10245	2	2	2	0	2
1313.10258	2	2	2	0	2
1313.10260	2	2	2	0	2
1313.10263	2	2	2	0	2
1313.10265	2	2	2	0	2
1313.10272	2	2	2	0	2
1313.10273	2	2	2	0	2
1313.10280	2	2	2	0	2
1313.10288	2	2	2	0	2
1313.10289	2	2	2	0	2
1313.10293	2	2	2	0	2
1313.10296	2	2	2	0	2
1313.10297	2	2	2	0	2
1313.10299	2	2	2	0	2
1313.10304	2	2	2	0	2
1313.10306	2	2	2	0	2
1313.10307	2	2	2	0	2
1313.10314	2	2	2	0	2
1313.10320	2	2	2	0	2
1313.10329	2	2	2	0	2
1313.10338	2	2	2	0	2
1313.10351	2	2	2	0	2
1313.10368	2	2	2	0	2
1313.10374	2	2	2	0	2
1313.10382	2	2	2	0	2
1313.10387	2	2	2	0	2
1313.10388	2	2	2	0	2
1313.10389	2	2	2	0	2
1313.10391	2	2	2	0	2
1313.10392	2	2	2	0	2
1313.10396	2	2	2	0	2
1313.10402	2	2	2	0	2
1313.10405	2	2	2	0	2
1313.10408	2	2	2	0	2
1313.10409	2	2	2	0	2
1313.10412	2	2	2	0	2
1313.10413	2	2	2	0	2
1313.10415	2	2	2	0	2
1313.10420	2	2	2	0	2
1313.10424	2	2	2	0	2
1313.10428	2	2	2	0	2
1313.10432	2	2	2	0	2
1313.10433	2	2	2	0	2
1313.10435	2	2	2	0	2
1313.10444	2	2	2	0	2
1313.10453	2	2	2	0	2
1313.10455	2	2	2	0	2
1313.10469	2	2	2	0	2
1313.10474	2	2	2	0	2
1313.10489	2	2	2	0	2
1313.10492	2	2	2	0	2
1313.10494	2	2	2	0	2
1313.10499	2	2	2	0	2
1313.10504	2	2	2	0	2
1313.10505	2	2	2	0	2
1313.10506	2	2	2	0	2
1313.10507	2	2	2	0	2
1313.10509	2	2	2	0	2
1313.10511	2	2	2	0	2
1313.10514	2	2	2	0	2
1313.10515	2	2	2	0	2
1313.10521	2	2	2	0	2
1313.10523	2	2	2	0	2
1313.10524	2	2	2	0	2
1313.10554	2	2	2	0	2
1313.10558	2	2	2	0	2
1313.10560	2	2	2	0	2
1313.10561	2	2	2	0	2
1313.10565	2	2	2	0	2
1313.10567	2	2	2	0	2
1313.10569	2	2	2	0	2
1313.10576	2	2	2	0	2
1313.10577	2	2	2	0	2
1313.10583	2	2	2	0	2
1313.10588	2	2	2	0	2
1313.10600	2	2	2	0	2
1313.10603	2	2	2	0	2
1313.10604	2	2	2	0	2
1313.10620	2	2	2	0	2
1313.10624	2	2	2	0	2
1313.10645	2	2	2	0	2
1313.10648	2	2	2	0	2
1313.10652	2	2	2	0	2
1313.10655	2	2	2	0	2
1313.10656	2	2	2	0	2
1313.10669	2	2	2	0	2
1313.10673	2	2	2	0	2
1313.10688	2	2	2	0	2
1313.10691	2	2	2	0	2
1313.10697	2	2	2	0	2
1313.10699	2	2	2	0	2
1313.10702	2	2	2	0	2
1313.10705	2	2	2	0	2
1313.10711	2	2	2	0	2
1313.10738	2	2	2	0	2
1313.10739	2	2	2	0	2
1313.10746	2	2	2	0	2
1313.10748	2	2	2	0	2
1313.10756	2	2	2	0	2
1313.10771	2	2	2	0	2
1313.10773	2	2	2	0	2
1313.10777	2	2	2	0	2
1313.10788	2	2	2	0	2
1313.10790	2	2	2	0	2
1313.10799	2	2	2	0	2
1313.10801	2	2	2	0	2
1313.10809	2	2	2	0	2
1313.10812	2	2	2	0	2
1313.10814	2	2	2	0	2
1313.10816	2	2	2	0	2
1313.10820	2	2	2	0	2
1313.10822	2	2	2	0	2
1313.10824	2	2	2	0	2
1313.10826	2	2	2	0	2
1313.10834	2	2	2	0	2
1313.10838	2	2	2	0	2
1313.10841	2	2	2	0	2
1313.10844	2	2	2	0	2
1313.10845	2	2	2	0	2
1313.10847	2	2	2	0	2
1313.10861	2	2	2	0	2
1313.10868	2	2	2	0	2
1313.10887	2	2	2	0	2
1313.10890	2	2	2	0	2
1313.10892	2	2	2	0	2
1313.10902	2	2	2	0	2
1313.10907	2	2	2	0	2
1313.10908	2	2	2	0	2
1313.10911	2	2	2	0	2
1313.10912	2	2	2	0	2
1313.10916	2	2	2	0	2
1313.10918	2	2	2	0	2
1313.10927	2	2	2	0	2
1313.10931	2	2	2	0	2
1313.10941	2	2	2	0	2
1313.10945	2	2	2	0	2
1313.10951	2	2	2	0	2
1313.10955	2	2	2	0	2
1313.10956	2	2	2	0	2
1313.10957	2	2	2	0	2
1313.10959	2	2	2	0	2
1313.10962	2	2	2	0	2
1313.10965	2	2	2	0	2
1313.10969	2	2	2	0	2
1313.10973	2	2	2	0	2
1313.10977	2	2	2	0	2
1313.10990	2	2	2	0	2
1313.10994	2	2	2	0	2
1313.10996	2	2	2	0	2
1313.11006	2	2	2	0	2
1313.11012	2	2	2	0	2
1313.11018	2	2	2	0	2
1313.11020	2	2	2	0	2
1313.11026	2	2	2	0	2
1313.11027	2	2	2	0	2
1313.11030	2	2	2	0	2
1313.11031	2	2	2	0	2
1313.11035	2	2	2	0	2
1313.11037	2	2	2	0	2
1313.11046	2	2	2	0	2
1313.11047	2	2	2	0	2
1313.11055	2	2	2	0	2
1313.11059	2	2	2	0	2
1313.11062	2	2	2	0	2
1313.11071	2	2	2	0	2
1313.11074	2	2	2	0	2
1313.11075	2	2	2	0	2
1313.11079	2	2	2	0	2
1313.11081	2	2	2	0	2
1313.11082	2	2	2	0	2
1313.11083	2	2	2	0	2
1313.11106	2	2	2	0	2
1313.11110	2	2	2	0	2
1313.11113	2	2	2	0	2
1313.11119	2	2	2	0	2
1313.11131	2	2	2	0	2
1313.11133	2	2	2	0	2
1313.11135	2	2	2	0	2
1313.11144	2	2	2	0	2
1313.11148	2	2	2	0	2
1313.11152	2	2	2	0	2
1313.11156	2	2	2	0	2
1313.11165	2	2	2	0	2
1313.11182	2	2	2	0	2
1313.11204	2	2	2	0	2
1313.11211	2	2	2	0	2
1313.11212	2	2	2	0	2
1313.11214	2	2	2	0	2
1313.11215	2	2	2	0	2
1313.11221	2	2	2	0	2
1313.11227	2	2	2	0	2
1313.11229	2	2	2	0	2
1313.11235	2	2	2	0	2
1313.11236	2	2	2	0	2
1313.11248	2	2	2	0	2
1313.11265	2	2	2	0	2
1313.11270	2	2	2	0	2
1313.11275	2	2	2	0	2
1313.11277	2	2	2	0	2
1313.11283	2	2	2	0	2
1313.11285	2	2	2	0	2
1313.11287	2	2	2	0	2
1313.11291	2	2	2	0	2
1313.11296	2	2	2	0	2
1313.11298	2	2	2	0	2
1313.11302	2	2	2	0	2
1313.11303	2	2	2	0	2
1313.11304	2	2	2	0	2
1313.11305	2	2	2	0	2
1313.11310	2	2	2	0	2
1313.11315	2	2	2	0	2
1313.11321	2	2	2	0	2
1313.11328	2	2	2	0	2
1313.11332	2	2	2	0	2
1313.11334	2	2	2	0	2
1313.11340	2	2	2	0	2
1313.11354	2	2	2	0	2
1313.11370	2	2	2	0	2
1313.11377	2	2	2	0	2
1313.11380	2	2	2	0	2
1313.11393	2	2	2	0	2
1313.11400	2	2	2	0	2
1313.11405	2	2	2	0	2
1313.11408	2	2	2	0	2
1313.11409	2	2	2	0	2
1313.11412	2	2	2	0	2
1313.11417	2	2	2	0	2
1313.11420	2	2	2	0	2
1313.11435	2	2	2	0	2
1313.11441	2	2	2	0	2
1313.11444	2	2	2	0	2
1313.11446	2	2	2	0	2
1313.11447	2	2	2	0	2
1313.11453	2	2	2	0	2
1313.11454	2	2	2	0	2
1313.11456	2	2	2	0	2
1313.11460	2	2	2	0	2
1313.11463	2	2	2	0	2
1313.11466	2	2	2	0	2
1313.11469	2	2	2	0	2
1313.11471	2	2	2	0	2
1313.11472	2	2	2	0	2
1313.11473	2	2	2	0	2
1313.11482	2	2	2	0	2
1313.11486	2	2	2	0	2
1313.11488	2	2	2	0	2
1313.11493	2	2	2	0	2
1313.11494	2	2	2	0	2
1313.11496	2	2	2	0	2
1313.11499	2	2	2	0	2
1313.11503	2	2	2	0	2
1313.11505	2	2	2	0	2
1313.11506	2	2	2	0	2
1313.11513	2	2	2	0	2
1313.11519	2	2	2	0	2
1313.11521	2	2	2	0	2
1313.11528	2	2	2	0	2
1313.11530	2	2	2	0	2
1313.11531	2	2	2	0	2
1313.11534	2	2	2	0	2
1313.11535	2	2	2	0	2
1313.11545	2	2	2	0	2
1313.11549	2	2	2	0	2
1313.11554	2	2	2	0	2
1313.11557	2	2	2	0	2
1313.11563	2	2	2	0	2
1313.11574	2	2	2	0	2
1313.11579	2	2	2	0	2
1313.11589	2	2	2	0	2
1313.11592	2	2	2	0	2
1313.11602	2	2	2	0	2
1313.11603	2	2	2	0	2
1313.11609	2	2	2	0	2
1313.11623	2	2	2	0	2
1313.11637	2	2	2	0	2
1313.11639	2	2	2	0	2
1313.11647	2	2	2	0	2
1313.11651	2	2	2	0	2
1313.11654	2	2	2	0	2
1313.11658	2	2	2	0	2
1313.11662	2	2	2	0	2
1313.11669	2	2	2	0	2
1313.11670	2	2	2	0	2
1313.11675	2	2	2	0	2
1313.11709	2	2	2	0	2
1313.11712	2	2	2	0	2
1313.11716	2	2	2	0	2
1313.11719	2	2	2	0	2
1313.11726	2	2	2	0	2
1313.11734	2	2	2	0	2
1313.11737	2	2	2	0	2
1313.11739	2	2	2	0	2
1313.11740	2	2	2	0	2
1313.11743	2	2	2	0	2
1313.11745	2	2	2	0	2
1313.11748	2	2	2	0	2
1313.11750	2	2	2	0	2
1313.11753	2	2	2	0	2
1313.11760	2	2	2	0	2
1313.11761	2	2	2	0	2
1313.11772	2	2	2	0	2
1313.11773	2	2	2	0	2
1313.11775	2	2	2	0	2
1313.11779	2	2	2	0	2
1313.11786	2	2	2	0	2
1313.11793	2	2	2	0	2
1313.11795	2	2	2	0	2
1313.11800	2	2	2	0	2
1313.11804	2	2	2	0	2
1313.11813	2	2	2	0	2
1313.11815	2	2	2	0	2
1313.11826	2	2	2	0	2
1313.11827	2	2	2	0	2
1313.11832	2	2	2	0	2
1313.11843	2	2	2	0	2
1313.11847	2	2	2	0	2
1313.11860	2	2	2	0	2
1313.11861	2	2	2	0	2
1313.11863	2	2	2	0	2
1313.11873	2	2	2	0	2
1313.11881	2	2	2	0	2
1313.11883	2	2	2	0	2
1313.11893	2	2	2	0	2
1313.11912	2	2	2	0	2
1313.11922	2	2	2	0	2
1313.11924	2	2	2	0	2
1313.11927	2	2	2	0	2
1313.11928	2	2	2	0	2
1313.11929	2	2	2	0	2
1313.11938	2	2	2	0	2
1313.11942	2	2	2	0	2
1313.11943	2	2	2	0	2
1313.11945	2	2	2	0	2
1313.11950	2	2	2	0	2
1313.11959	2	2	2	0	2
1313.11960	2	2	2	0	2
1313.11967	2	2	2	0	2
1313.11968	2	2	2	0	2
1313.11978	2	2	2	0	2
1313.11985	2	2	2	0	2
1313.11986	2	2	2	0	2
1313.12001	2	2	2	0	2
1313.12002	2	2	2	0	2
1313.12003	2	2	2	0	2
1313.12007	2	2	2	0	2
1313.12021	2	2	2	0	2
1313.12024	2	2	2	0	2
1313.12030	2	2	2	0	2
1313.12038	2	2	2	0	2
1313.12045	2	2	2	0	2
1313.12074	2	2	2	0	2
1313.12086	2	2	2	0	2
1313.12094	2	2	2	0	2
1313.12110	2	2	2	0	2
1313.12111	2	2	2	0	2
1313.12129	2	2	2	0	2
1313.12144	2	2	2	0	2
1313.12149	2	2	2	0	2
1313.12155	2	2	2	0	2
1313.12156	2	2	2	0	2
1313.12164	2	2	2	0	2
1313.12174	2	2	2	0	2
1313.12177	2	2	2	0	2
1313.12179	2	2	2	0	2
1313.12182	2	2	2	0	2
1313.12184	2	2	2	0	2
1313.12185	2	2	2	0	2
1313.12187	2	2	2	0	2
1313.12189	2	2	2	0	2
1313.12202	2	2	2	0	2
1313.12207	2	2	2	0	2
1313.12208	2	2	2	0	2
1313.12218	2	2	2	0	2
1313.12226	2	2	2	0	2
1313.12227	2	2	2	0	2
1313.12232	2	2	2	0	2
1313.12244	2	2	2	0	2
1313.12250	2	2	2	0	2
1313.12253	2	2	2	0	2
1313.12255	2	2	2	0	2
1313.12258	2	2	2	0	2
1313.12260	2	2	2	0	2
1313.12263	2	2	2	0	2
1313.12264	2	2	2	0	2
1313.12270	2	2	2	0	2
1313.12272	2	2	2	0	2
1313.12278	2	2	2	0	2
1313.12291	2	2	2	0	2
1313.12296	2	2	2	0	2
1313.12304	2	2	2	0	2
1313.12310	2	2	2	0	2
1313.12312	2	2	2	0	2
1313.12314	2	2	2	0	2
1313.12315	2	2	2	0	2
1313.12324	2	2	2	0	2
1313.12347	2	2	2	0	2
1313.12351	2	2	2	0	2
1313.12352	2	2	2	0	2
1313.12366	2	2	2	0	2
1313.12377	2	2	2	0	2
1313.12381	2	2	2	0	2
1313.12393	2	2	2	0	2
1313.12395	2	2	2	0	2
1313.12396	2	2	2	0	2
1313.12404	2	2	2	0	2
1313.12409	2	2	2	0	2
1313.12419	2	2	2	0	2
1313.12423	2	2	2	0	2
1313.12427	2	2	2	0	2
1313.12436	2	2	2	0	2
1313.12454	2	2	2	0	2
1313.12458	2	2	2	0	2
1313.12463	2	2	2	0	2
1313.12471	2	2	2	0	2
1313.12479	2	2	2	0	2
1313.12480	2	2	2	0	2
1313.12481	2	2	2	0	2
1313.12485	2	2	2	0	2
1313.12489	2	2	2	0	2
1313.12496	2	2	2	0	2
1313.12497	2	2	2	0	2
1313.12499	2	2	2	0	2
1313.12506	2	2	2	0	2
1313.12509	2	2	2	0	2
1313.12511	2	2	2	0	2
1313.12517	2	2	2	0	2
1313.12520	2	2	2	0	2
1313.12524	2	2	2	0	2
1313.12527	2	2	2	0	2
1313.12529	2	2	2	0	2
1313.12534	2	2	2	0	2
1313.12555	2	2	2	0	2
1313.12562	2	2	2	0	2
1313.12574	2	2	2	0	2
1313.12579	2	2	2	0	2
1313.12622	2	2	2	0	2
1313.12624	2	2	2	0	2
1313.12625	2	2	2	0	2
1313.12638	2	2	2	0	2
1313.12652	2	2	2	0	2
1313.12667	2	2	2	0	2
1313.12682	2	2	2	0	2
1313.12688	2	2	2	0	2
1313.12701	2	2	2	0	2
1313.12710	2	2	2	0	2
1313.12718	2	2	2	0	2
1313.12720	2	2	2	0	2
1313.12727	2	2	2	0	2
1313.12730	2	2	2	0	2
1313.12733	2	2	2	0	2
1313.12738	2	2	2	0	2
1313.12749	2	2	2	0	2
1313.12751	2	2	2	0	2
1313.12755	2	2	2	0	2
1313.12757	2	2	2	0	2
1313.12765	2	2	2	0	2
1313.12777	2	2	2	0	2
1313.12780	2	2	2	0	2
1313.12782	2	2	2	0	2
1313.12784	2	2	2	0	2
1313.12789	2	2	2	0	2
1313.12790	2	2	2	0	2
1313.12791	2	2	2	0	2
1313.12793	2	2	2	0	2
1313.12801	2	2	2	0	2
1313.12807	2	2	2	0	2
1313.12808	2	2	2	0	2
1313.12809	2	2	2	0	2
1313.12811	2	2	2	0	2
1313.12812	2	2	2	0	2
1313.12814	2	2	2	0	2
1313.12817	2	2	2	0	2
1313.12823	2	2	2	0	2
1313.12829	2	2	2	0	2
1313.12833	2	2	2	0	2
1313.12834	2	2	2	0	2
1313.12839	2	2	2	0	2
1313.12850	2	2	2	0	2
1313.12852	2	2	2	0	2
1313.12853	2	2	2	0	2
1313.12854	2	2	2	0	2
1313.12860	2	2	2	0	2
1313.12861	2	2	2	0	2
1313.12862	2	2	2	0	2
1313.12866	2	2	2	0	2
1313.12868	2	2	2	0	2
1313.12871	2	2	2	0	2
1313.12872	2	2	2	0	2
1313.12877	2	2	2	0	2
1313.12881	2	2	2	0	2
1313.12896	2	2	2	0	2
1313.12899	2	2	2	0	2
1313.12901	2	2	2	0	2
1313.12910	2	2	2	0	2
1313.12921	2	2	2	0	2
1313.12927	2	2	2	0	2
1313.12933	2	2	2	0	2
1313.12952	2	2	2	0	2
1313.12956	2	2	2	0	2
1313.12960	2	2	2	0	2
1313.12963	2	2	2	0	2
1313.12966	2	2	2	0	2
1313.12967	2	2	2	0	2
1313.12969	2	2	2	0	2
1313.12973	2	2	2	0	2
1313.12975	2	2	2	0	2
1313.12978	2	2	2	0	2
1313.12984	2	2	2	0	2
1313.12986	2	2	2	0	2
1313.12990	2	2	2	0	2
1313.12991	2	2	2	0	2
1313.13000	2	2	2	0	2
1313.13004	2	2	2	0	2
1313.13011	2	2	2	0	2
1313.13025	2	2	2	0	2
1313.13027	2	2	2	0	2
1313.13031	2	2	2	0	2
1313.13034	2	2	2	0	2
1313.13042	2	2	2	0	2
1313.13047	2	2	2	0	2
1313.13048	2	2	2	0	2
1313.13051	2	2	2	0	2
1313.13055	2	2	2	0	2
1313.13056	2	2	2	0	2
1313.13062	2	2	2	0	2
1313.13068	2	2	2	0	2
1313.13072	2	2	2	0	2
1313.13085	2	2	2	0	2
1313.5261	2	2	2	0	2
1313.9975	2	2	2	0	2
1313.9976	2	2	2	0	2
1313.9979	2	2	2	0	2
1313.9981	2	2	2	0	2
1313.9982	2	2	2	0	2
1313.9983	2	2	2	0	2
1313.9990	2	2	2	0	2
1313.9993	2	2	2	0	2
1313.9997	2	2	2	0	2
1313.9999	2	2	2	0	2
