	amikacin	ceftazidime	ciprofloxacin	gentamicin	imipenem	meropenem	tetracycline	tobramycin	ceftriaxone	cefepime	levofloxacin	minocycline	ampicillin_sulbactam	doripenem	trimethoprim_sulfamethoxazole	piperacillin_tazobactam
GCA_001664665.1	2	2	1	1	2	2	2	1	1	2	1	0	1	2	2	1
GCA_001441545.1	2	2	0	1	0	0	2	1	1	2	2	2	1	2	1	2
GCA_902807055.1	2	2	0	0	2	2	0	2	2	2	2	2	2	2	0	2
GCA_045170195.1	2	2	0	0	2	0	0	2	1	2	2	2	2	2	0	2
GCA_045170025.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_045170085.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_045170265.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_045170305.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_045170325.1	2	2	0	0	2	0	0	2	1	2	2	2	2	2	0	2
GCA_045170345.1	2	2	0	0	2	0	0	2	1	2	2	2	2	2	0	2
GCA_045170285.1	2	2	0	0	2	0	0	2	1	2	2	2	2	2	0	2
GCA_045170145.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_045170125.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_045170165.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_045170185.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_045170245.1	2	2	0	0	2	0	0	2	1	2	2	2	2	2	0	2
GCA_044164165.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_044164125.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_044164305.1	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	2
GCA_016540485.2	2	2	2	1	2	1	0	2	2	2	1	2	2	2	2	2
GCA_016539945.2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2
GCA_016541365.2	2	2	2	1	2	1	0	2	2	2	1	2	2	2	2	2
GCA_016540445.2	2	2	2	1	1	1	0	2	2	2	1	2	2	2	2	2
GCA_016537045.2	2	2	2	1	1	1	0	2	2	2	1	2	1	2	2	2
GCA_016538615.2	2	2	2	0	0	0	0	0	2	2	2	2	2	2	2	2
GCA_016538435.2	2	2	2	0	0	0	0	0	2	2	2	2	0	2	0	2
GCA_016538345.2	2	2	2	0	0	0	0	0	2	2	0	2	0	2	0	2
GCA_000580295.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580455.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580275.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580435.2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580255.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580235.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580415.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580215.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580195.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580395.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580175.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580155.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000580355.2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000580135.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000581575.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000580315.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580335.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580475.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581555.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000581535.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581515.1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
GCA_000581495.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581695.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581475.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581455.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581395.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581655.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000581415.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581375.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581355.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581595.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581635.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581335.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000581615.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580495.2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580835.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580535.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000580555.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000580895.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000580575.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000580935.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000581175.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000581235.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000581015.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000580735.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000580755.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000581795.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000582945.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000581815.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000582015.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000582035.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000582215.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000582275.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000582295.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000582335.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000581935.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584735.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584075.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584715.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584675.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584655.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584635.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584495.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584535.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584475.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584595.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584555.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584035.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584435.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584375.2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584775.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584835.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584755.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584855.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584895.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584875.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584395.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584295.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584275.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584235.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584055.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584195.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584155.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584135.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000584115.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000588075.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588455.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588615.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588155.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588635.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588695.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000587975.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588115.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000587915.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588815.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588795.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588775.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588235.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588735.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000587895.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000587955.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588435.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588215.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000588175.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588555.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000587935.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588495.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588295.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588355.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000583355.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000583335.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000583315.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000583235.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000583255.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000583295.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000583415.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000583275.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000583455.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000681835.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000681855.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000681875.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000671695.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000681895.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000681735.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000682395.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682195.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682315.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682455.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000681635.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000681695.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000682215.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682235.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682295.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682255.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682375.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682495.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000681595.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682595.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000682635.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_016538995.2	2	2	2	2	1	1	1	2	2	2	2	2	0	2	1	2
GCA_016538905.2	2	2	2	2	1	1	1	2	2	2	2	2	0	2	1	2
GCA_016538865.2	2	2	2	2	1	1	1	2	2	2	2	2	0	2	1	2
GCA_002239885.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002239735.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002239865.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002239725.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249655.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249365.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249335.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249325.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249585.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249305.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249255.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249545.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249225.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249265.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249245.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249185.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249135.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249525.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249505.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249475.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249465.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249605.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249435.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249405.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249425.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_002249385.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000583475.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000583495.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000583515.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000583535.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000583555.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000583575.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000583595.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000583435.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588975.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589495.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589015.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589035.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588995.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589475.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589195.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000588955.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589515.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589055.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589535.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589555.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589575.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589595.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589615.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589635.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589355.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589375.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589395.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589415.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589435.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589455.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589075.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000589275.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589295.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589315.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589835.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000588935.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589715.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589735.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000588915.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000588895.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589775.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589795.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589815.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589755.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589655.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589675.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000589695.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592075.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000591995.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592015.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592415.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592355.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592235.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592315.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592395.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592375.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592095.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592115.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592135.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592155.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592175.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592195.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592215.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592035.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592055.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591695.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000591575.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591795.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591655.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591675.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591635.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591595.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592755.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000591615.1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2
GCA_000592515.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592535.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592555.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592575.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592595.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
GCA_000592615.1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
